seq_number,step_number,small_relevant,small_random,big_random,big_relevant,label
30:4,30:4:4,40,2,8,42,30
30:4,30:4:4,42,4,8,43,30
30:4,30:4:4,40,0,7,43,30
30:4,30:4:4,43,1,8,47,30
30:4,30:4:4,45,2,7,43,30
30:4,30:4:4,43,4,7,48,30
30:4,30:4:5,35,4,7,36,30
30:4,30:4:5,38,2,7,37,30
30:4,30:4:5,38,3,7,39,30
30:4,30:4:5,41,5,7,44,30
30:4,30:4:5,41,4,8,45,30
30:4,30:4:5,42,1,7,44,30
30:4,30:4:5,42,5,7,42,30
30:4,30:4:5,43,1,8,43,30
30:4,30:4:5,44,2,7,44,30
30:4,30:4:5,46,2,8,44,30
30:4,30:4:6,38,5,8,39,30
30:4,30:4:6,40,4,8,42,30
30:4,30:4:6,41,2,8,42,30
30:4,30:4:6,39,1,8,45,30
30:4,30:4:6,41,0,7,45,30
30:4,30:4:6,41,0,8,46,30
30:4,30:4:6,43,1,8,44,30
30:4,30:4:6,44,2,7,49,30
30:4,30:4:6,47,3,8,46,30
30:4,30:4:6,48,6,8,50,30
30:4,30:4:7,40,3,7,41,30
30:4,30:4:7,41,5,7,42,30
30:4,30:4:7,40,3,8,44,30
30:4,30:4:7,40,3,7,45,30
30:4,30:4:7,41,4,8,44,30
30:4,30:4:7,45,2,7,44,30
30:4,30:4:7,45,3,8,43,30
30:4,30:4:7,47,3,7,44,30
30:4,30:4:7,48,0,8,48,30
30:4,30:4:7,48,4,7,49,30
30:4,30:4:8,39,4,7,44,30
30:4,30:4:8,41,4,7,44,30
30:4,30:4:8,40,5,8,42,30
30:4,30:4:8,41,6,8,46,30
30:4,30:4:8,44,6,8,45,30
30:4,30:4:8,46,6,8,43,30
30:4,30:4:8,44,4,8,49,30
30:4,30:4:8,45,0,8,49,30
30:4,30:4:8,48,2,7,50,30
30:4,30:4:8,49,6,7,48,30
30:5,30:5:0,32,2,8,35,30
30:5,30:5:0,32,4,7,33,30
30:5,30:5:0,32,0,8,38,30
30:5,30:5:0,34,4,8,39,30
30:5,30:5:0,37,2,7,37,30
30:5,30:5:0,36,0,8,35,30
30:5,30:5:0,39,6,8,36,30
30:5,30:5:0,37,2,7,40,30
30:5,30:5:0,39,0,8,39,30
30:5,30:5:0,41,2,7,43,30
30:5,30:5:1,32,1,7,37,30
30:5,30:5:1,32,1,7,34,30
30:5,30:5:1,36,1,8,35,30
30:5,30:5:1,34,2,8,39,30
30:5,30:5:1,36,5,8,36,30
30:5,30:5:1,39,6,7,39,30
30:5,30:5:1,37,3,7,41,30
30:5,30:5:1,39,5,7,39,30
30:5,30:5:1,42,1,8,42,30
30:5,30:5:1,43,2,7,43,30
30:5,30:5:2,33,1,7,33,30
30:5,30:5:2,35,4,7,34,30
30:5,30:5:2,36,2,8,39,30
30:5,30:5:2,37,1,7,39,30
30:5,30:5:2,36,1,7,36,30
30:5,30:5:2,38,0,8,39,30
30:5,30:5:2,38,3,8,42,30
30:5,30:5:2,42,3,7,42,30
30:5,30:5:2,40,6,7,41,30
30:5,30:5:2,43,6,7,43,30
30:5,30:5:3,34,6,8,34,30
30:5,30:5:3,36,4,7,36,30
30:5,30:5:3,36,6,8,39,30
30:5,30:5:3,39,0,8,40,30
30:5,30:5:3,40,6,7,38,30
30:5,30:5:3,40,3,7,39,30
30:5,30:5:3,39,4,7,44,30
30:5,30:5:3,41,6,7,40,30
30:5,30:5:3,41,1,7,42,30
30:5,30:5:3,45,2,7,48,30
30:5,30:5:4,36,1,7,39,30
30:5,30:5:4,38,3,7,35,30
30:5,30:5:4,39,2,8,36,30
30:5,30:5:4,40,3,7,43,30
30:5,30:5:4,39,5,7,44,30
30:5,30:5:4,40,3,7,42,30
30:5,30:5:4,43,4,7,43,30
30:5,30:5:4,44,3,8,45,30
30:5,30:5:4,44,0,8,48,30
30:5,30:5:4,44,6,8,47,30
30:5,30:5:5,35,0,8,40,30
30:5,30:5:5,38,4,8,38,30
30:5,30:5:5,37,5,7,41,30
30:5,30:5:5,38,6,8,39,30
30:5,30:5:5,40,3,8,41,30
30:5,30:5:5,41,2,7,43,30
30:5,30:5:5,43,1,7,41,30
30:5,30:5:5,45,1,7,42,30
30:5,30:5:5,44,2,7,44,30
30:5,30:5:5,46,1,7,50,30
30:5,30:5:6,39,0,7,41,30
30:5,30:5:6,37,3,8,41,30
30:5,30:5:6,40,4,8,40,30
30:5,30:5:6,41,4,7,39,30
30:5,30:5:6,41,3,8,46,30
30:5,30:5:6,41,2,8,44,30
30:5,30:5:6,44,4,8,47,30
30:5,30:5:6,46,3,7,48,30
30:5,30:5:6,44,4,8,45,30
30:5,30:5:6,47,2,8,47,30
30:5,30:5:7,38,5,7,43,30
30:5,30:5:7,39,4,8,38,30
30:5,30:5:7,39,3,8,44,30
30:5,30:5:7,42,4,7,41,30
30:5,30:5:7,41,5,8,46,30
30:5,30:5:7,43,3,7,47,30
30:5,30:5:7,46,3,7,49,30
30:5,30:5:7,46,2,7,47,30
30:5,30:5:7,46,4,7,50,30
30:5,30:5:7,47,1,8,48,30
30:5,30:5:8,40,1,7,43,30
30:5,30:5:8,40,0,8,41,30
30:5,30:5:8,42,5,8,41,30
30:5,30:5:8,44,4,7,44,30
30:5,30:5:8,44,1,7,47,30
30:5,30:5:8,46,3,8,43,30
30:5,30:5:8,45,3,7,47,30
30:5,30:5:8,45,4,7,45,30
30:5,30:5:8,47,0,8,52,30
30:5,30:5:8,48,4,8,53,30
30:5,30:5:9,39,4,8,39,30
30:5,30:5:9,41,5,8,44,30
30:5,30:5:9,44,3,7,47,30
30:5,30:5:9,44,6,7,45,30
30:5,30:5:9,45,6,7,46,30
30:5,30:5:9,45,0,8,45,30
30:5,30:5:9,46,3,8,46,30
30:5,30:5:9,47,5,8,51,30
30:5,30:5:9,49,4,7,48,30
30:5,30:5:9,49,5,8,51,30
30:6,30:6:0,31,2,8,35,30
30:6,30:6:0,34,0,7,32,30
30:6,30:6:0,34,6,8,32,30
30:6,30:6:0,35,3,8,35,30
30:6,30:6:0,34,5,8,34,30
30:6,30:6:0,37,1,8,41,30
30:6,30:6:0,38,5,8,41,30
30:6,30:6:0,40,3,7,37,30
30:6,30:6:0,39,4,8,38,30
30:6,30:6:0,40,3,7,39,30
30:6,30:6:1,34,0,8,32,30
30:6,30:6:1,35,3,8,32,30
30:6,30:6:1,34,0,7,35,30
30:6,30:6:1,37,2,7,36,30
30:6,30:6:1,37,2,8,40,30
30:6,30:6:1,37,6,8,40,30
30:6,30:6:1,40,3,7,39,30
30:6,30:6:1,40,5,8,40,30
30:6,30:6:1,40,4,8,45,30
30:6,30:6:1,43,2,7,45,30
30:6,30:6:2,32,3,8,33,30
30:6,30:6:2,35,5,8,35,30
30:6,30:6:2,36,5,8,40,30
30:6,30:6:2,35,0,7,37,30
30:6,30:6:2,36,5,7,37,30
30:6,30:6:2,38,2,8,39,30
30:6,30:6:2,41,2,7,42,30
30:6,30:6:2,41,6,7,43,30
30:6,30:6:2,40,1,7,42,30
30:6,30:6:2,42,6,8,43,30
30:6,30:6:3,33,5,7,36,30
30:6,30:6:3,35,5,8,39,30
30:6,30:6:3,35,6,7,39,30
30:6,30:6:3,39,2,7,42,30
30:6,30:6:3,39,0,7,37,30
30:6,30:6:3,38,0,7,41,30
30:6,30:6:3,42,5,8,42,30
30:6,30:6:3,43,0,8,45,30
30:6,30:6:3,44,3,7,45,30
30:6,30:6:3,45,5,8,47,30
30:6,30:6:4,37,2,7,36,30
30:6,30:6:4,35,2,7,37,30
30:6,30:6:4,39,1,7,40,30
30:6,30:6:4,39,3,8,43,30
30:6,30:6:4,41,5,8,42,30
30:6,30:6:4,42,2,7,45,30
30:6,30:6:4,42,0,7,46,30
30:6,30:6:4,44,0,7,41,30
30:6,30:6:4,45,2,8,43,30
30:6,30:6:4,44,2,7,47,30
30:6,30:6:5,37,3,8,39,30
30:6,30:6:5,37,4,7,41,30
30:6,30:6:5,38,5,7,41,30
30:6,30:6:5,41,2,8,42,30
30:6,30:6:5,40,6,8,45,30
30:6,30:6:5,41,5,7,42,30
30:6,30:6:5,41,0,8,41,30
30:6,30:6:5,43,0,8,45,30
30:6,30:6:5,46,2,7,43,30
30:6,30:6:5,47,5,8,45,30
30:6,30:6:6,37,3,8,39,30
30:6,30:6:6,40,1,7,43,30
30:6,30:6:6,39,3,7,39,30
30:6,30:6:6,39,6,7,41,30
30:6,30:6:6,40,3,7,42,30
30:6,30:6:6,41,5,7,42,30
30:6,30:6:6,45,6,7,43,30
30:6,30:6:6,46,2,7,46,30
30:6,30:6:6,46,6,8,48,30
30:6,30:6:6,46,6,7,46,30
30:6,30:6:7,39,5,8,40,30
30:6,30:6:7,38,1,7,38,30
30:6,30:6:7,39,4,7,41,30
30:6,30:6:7,40,5,8,41,30
30:6,30:6:7,44,0,7,45,30
30:6,30:6:7,45,3,7,48,30
30:6,30:6:7,45,0,7,44,30
30:6,30:6:7,44,0,7,44,30
30:6,30:6:7,48,4,8,50,30
30:6,30:6:7,48,4,8,49,30
30:6,30:6:8,40,0,7,41,30
30:6,30:6:8,42,0,8,41,30
30:6,30:6:8,41,3,8,45,30
30:6,30:6:8,43,0,8,43,30
30:6,30:6:8,44,3,7,45,30
30:6,30:6:8,44,1,8,48,30
30:6,30:6:8,44,3,8,49,30
30:6,30:6:8,46,0,7,47,30
30:6,30:6:8,49,1,8,51,30
30:6,30:6:8,49,3,8,53,30
30:6,30:6:9,41,2,8,43,30
30:6,30:6:9,40,4,7,45,30
30:6,30:6:9,41,6,8,45,30
30:6,30:6:9,42,6,8,46,30
30:6,30:6:9,45,5,7,44,30
30:6,30:6:9,45,1,7,49,30
30:6,30:6:9,47,4,7,46,30
30:6,30:6:9,48,6,8,51,30
30:6,30:6:9,50,6,7,52,30
30:6,30:6:9,49,3,8,54,30
30:7,30:7:0,31,0,8,33,30
30:7,30:7:0,33,1,7,33,30
30:7,30:7:0,35,1,7,36,30
30:7,30:7:0,36,4,8,33,30
30:7,30:7:0,37,1,8,34,30
30:7,30:7:0,38,0,7,41,30
30:7,30:7:0,37,0,7,36,30
30:7,30:7:0,40,0,8,41,30
30:7,30:7:0,38,2,8,43,30
30:7,30:7:0,42,3,7,40,30
30:7,30:7:1,33,3,7,32,30
30:7,30:7:1,35,6,7,35,30
30:7,30:7:1,33,1,8,36,30
30:7,30:7:1,37,1,8,36,30
30:7,30:7:1,38,2,7,35,30
30:7,30:7:1,38,2,8,42,30
30:7,30:7:1,39,2,8,37,30
30:7,30:7:1,39,0,8,39,30
30:7,30:7:1,39,0,7,44,30
30:7,30:7:1,43,0,8,42,30
30:7,30:7:2,34,5,8,37,30
30:7,30:7:2,35,4,7,35,30
30:7,30:7:2,36,5,7,40,30
30:7,30:7:2,36,1,7,40,30
30:7,30:7:2,39,6,8,42,30
30:7,30:7:2,38,6,7,40,30
30:7,30:7:2,38,1,7,43,30
30:7,30:7:2,39,1,7,39,30
30:7,30:7:2,43,6,8,43,30
30:7,30:7:2,41,5,7,47,30
30:7,30:7:3,33,1,7,38,30
30:7,30:7:3,37,5,8,40,30
30:7,30:7:3,36,1,8,38,30
30:7,30:7:3,39,1,8,37,30
30:7,30:7:3,39,2,8,40,30
30:7,30:7:3,40,4,8,44,30
30:7,30:7:3,40,3,8,43,30
30:7,30:7:3,41,1,8,46,30
30:7,30:7:3,41,0,8,41,30
30:7,30:7:3,45,1,8,48,30
30:7,30:7:4,34,2,8,40,30
30:7,30:7:4,38,6,7,41,30
30:7,30:7:4,39,4,7,39,30
30:7,30:7:4,37,2,8,43,30
30:7,30:7:4,39,4,7,38,30
30:7,30:7:4,40,2,7,39,30
30:7,30:7:4,41,6,8,40,30
30:7,30:7:4,44,1,8,41,30
30:7,30:7:4,44,0,7,47,30
30:7,30:7:4,44,4,8,49,30
30:7,30:7:5,38,4,8,39,30
30:7,30:7:5,39,3,8,40,30
30:7,30:7:5,38,1,7,43,30
30:7,30:7:5,40,0,7,41,30
30:7,30:7:5,41,1,8,41,30
30:7,30:7:5,41,0,8,43,30
30:7,30:7:5,44,5,8,41,30
30:7,30:7:5,45,2,8,44,30
30:7,30:7:5,43,5,8,49,30
30:7,30:7:5,47,4,8,45,30
30:7,30:7:6,38,0,7,41,30
30:7,30:7:6,38,0,7,42,30
30:7,30:7:6,41,6,8,43,30
30:7,30:7:6,40,4,7,45,30
30:7,30:7:6,40,4,7,43,30
30:7,30:7:6,42,0,7,42,30
30:7,30:7:6,42,0,7,43,30
30:7,30:7:6,45,1,8,46,30
30:7,30:7:6,44,2,8,45,30
30:7,30:7:6,46,1,7,49,30
30:7,30:7:7,38,0,8,39,30
30:7,30:7:7,41,6,8,40,30
30:7,30:7:7,39,3,7,44,30
30:7,30:7:7,41,3,7,46,30
30:7,30:7:7,41,3,8,43,30
30:7,30:7:7,45,4,8,43,30
30:7,30:7:7,46,3,7,46,30
30:7,30:7:7,47,1,8,50,30
30:7,30:7:7,45,5,8,50,30
30:7,30:7:7,47,4,8,48,30
30:7,30:7:8,39,2,7,38,30
30:7,30:7:8,39,4,8,40,30
30:7,30:7:8,41,0,8,40,30
30:7,30:7:8,43,6,7,44,30
30:7,30:7:8,44,4,7,42,30
30:7,30:7:8,45,0,7,45,30
30:7,30:7:8,44,0,7,45,30
30:7,30:7:8,48,6,7,48,30
30:7,30:7:8,49,5,7,50,30
30:7,30:7:8,50,4,7,48,30
30:7,30:7:9,42,6,8,41,30
30:7,30:7:9,41,4,7,42,30
30:7,30:7:9,43,5,8,45,30
30:7,30:7:9,45,4,8,47,30
30:7,30:7:9,45,5,7,47,30
30:7,30:7:9,44,4,7,47,30
30:7,30:7:9,47,2,8,49,30
30:7,30:7:9,49,3,8,46,30
30:7,30:7:9,49,3,8,49,30
30:7,30:7:9,51,6,8,51,30
30:7,30:7:10,41,2,7,42,30
30:7,30:7:10,42,5,8,47,30
30:7,30:7:10,42,3,8,47,30
30:7,30:7:10,44,2,7,49,30
30:7,30:7:10,44,2,8,50,30
30:7,30:7:10,45,5,8,49,30
30:7,30:7:10,49,1,7,48,30
30:7,30:7:10,50,6,7,50,30
30:7,30:7:10,51,0,7,50,30
30:7,30:7:10,49,1,8,49,30
30:8,30:8:0,33,1,8,32,30
30:8,30:8:0,33,6,7,35,30
30:8,30:8:0,32,5,7,36,30
30:8,30:8:0,35,0,8,39,30
30:8,30:8:0,37,4,7,39,30
30:8,30:8:0,37,4,7,36,30
30:8,30:8:0,36,5,8,36,30
30:8,30:8:0,38,3,8,40,30
30:8,30:8:0,41,4,7,40,30
30:8,30:8:0,39,2,7,43,30
30:8,30:8:1,31,3,8,34,30
30:8,30:8:1,33,5,8,38,30
30:8,30:8:1,34,4,8,39,30
30:8,30:8:1,37,3,8,35,30
30:8,30:8:1,36,3,7,38,30
30:8,30:8:1,38,4,7,37,30
30:8,30:8:1,39,0,8,40,30
30:8,30:8:1,38,5,8,38,30
30:8,30:8:1,40,3,7,43,30
30:8,30:8:1,43,6,8,42,30
30:8,30:8:2,32,5,7,36,30
30:8,30:8:2,35,5,7,36,30
30:8,30:8:2,37,2,7,36,30
30:8,30:8:2,35,5,7,36,30
30:8,30:8:2,39,2,7,42,30
30:8,30:8:2,40,0,8,38,30
30:8,30:8:2,38,1,8,38,30
30:8,30:8:2,41,3,8,45,30
30:8,30:8:2,42,2,8,41,30
30:8,30:8:2,43,0,7,46,30
30:8,30:8:3,35,6,8,36,30
30:8,30:8:3,35,2,8,38,30
30:8,30:8:3,37,4,8,39,30
30:8,30:8:3,39,2,8,42,30
30:8,30:8:3,39,1,7,37,30
30:8,30:8:3,40,2,8,40,30
30:8,30:8:3,42,1,7,42,30
30:8,30:8:3,42,0,7,40,30
30:8,30:8:3,43,6,8,41,30
30:8,30:8:3,45,2,7,47,30
30:8,30:8:4,37,1,8,39,30
30:8,30:8:4,35,2,8,35,30
30:8,30:8:4,36,4,8,38,30
30:8,30:8:4,38,4,8,37,30
30:8,30:8:4,40,2,7,39,30
30:8,30:8:4,39,0,7,41,30
30:8,30:8:4,42,4,7,44,30
30:8,30:8:4,42,3,8,46,30
30:8,30:8:4,44,4,7,46,30
30:8,30:8:4,46,5,8,49,30
30:8,30:8:5,38,5,8,35,30
30:8,30:8:5,39,0,8,41,30
30:8,30:8:5,38,0,8,39,30
30:8,30:8:5,41,0,7,44,30
30:8,30:8:5,40,5,7,45,30
30:8,30:8:5,42,4,7,42,30
30:8,30:8:5,41,2,8,45,30
30:8,30:8:5,44,4,8,47,30
30:8,30:8:5,46,6,8,43,30
30:8,30:8:5,44,6,7,48,30
30:8,30:8:6,38,1,8,40,30
30:8,30:8:6,38,5,8,39,30
30:8,30:8:6,39,3,7,39,30
30:8,30:8:6,40,4,7,45,30
30:8,30:8:6,40,4,8,43,30
30:8,30:8:6,43,6,8,46,30
30:8,30:8:6,43,4,8,47,30
30:8,30:8:6,46,6,7,47,30
30:8,30:8:6,45,4,7,46,30
30:8,30:8:6,47,5,8,51,30
30:9,30:9:0,30,4,7,31,30
30:9,30:9:0,34,4,7,33,30
30:9,30:9:0,35,2,8,38,30
30:9,30:9:0,36,0,8,37,30
30:9,30:9:0,36,3,7,37,30
30:9,30:9:0,36,0,8,40,30
30:9,30:9:0,36,5,7,39,30
30:9,30:9:0,39,1,7,37,30
30:9,30:9:0,38,3,8,42,30
30:9,30:9:0,41,5,8,40,30
30:9,30:9:1,33,4,8,33,30
30:9,30:9:1,35,6,8,32,30
30:9,30:9:1,35,1,7,39,30
30:9,30:9:1,35,2,8,37,30
30:9,30:9:1,38,6,8,36,30
30:9,30:9:1,36,0,8,39,30
30:9,30:9:1,40,3,8,43,30
30:9,30:9:1,40,0,7,43,30
30:9,30:9:1,39,2,7,40,30
30:9,30:9:1,40,3,8,44,30
30:9,30:9:2,33,1,7,34,30
30:9,30:9:2,35,4,8,33,30
30:9,30:9:2,34,4,8,34,30
30:9,30:9:2,36,1,8,36,30
30:9,30:9:2,36,5,7,42,30
30:9,30:9:2,40,0,8,38,30
30:9,30:9:2,39,2,7,43,30
30:9,30:9:2,41,5,7,45,30
30:9,30:9:2,40,5,7,40,30
30:9,30:9:2,42,1,8,45,30
30:9,30:9:3,34,5,8,33,30
30:9,30:9:3,37,4,7,37,30
30:9,30:9:3,37,1,7,40,30
30:9,30:9:3,38,1,8,41,30
30:9,30:9:3,40,5,8,42,30
30:9,30:9:3,38,6,8,39,30
30:9,30:9:3,41,1,7,42,30
30:9,30:9:3,42,4,7,40,30
30:9,30:9:3,44,4,8,46,30
30:9,30:9:3,42,6,7,45,30
30:9,30:9:4,36,0,8,40,30
30:9,30:9:4,35,0,7,39,30
30:9,30:9:4,38,6,7,41,30
30:9,30:9:4,38,4,8,37,30
30:9,30:9:4,38,4,7,43,30
30:9,30:9:4,39,1,7,44,30
30:9,30:9:4,40,3,8,42,30
30:9,30:9:4,41,4,7,41,30
30:9,30:9:4,43,4,7,46,30
30:9,30:9:4,46,2,8,48,30
30:9,30:9:5,37,0,7,35,30
30:9,30:9:5,37,5,8,40,30
30:9,30:9:5,38,1,8,38,30
30:9,30:9:5,40,4,8,43,30
30:9,30:9:5,39,3,8,39,30
30:9,30:9:5,41,5,7,43,30
30:9,30:9:5,43,5,7,45,30
30:9,30:9:5,44,2,8,44,30
30:9,30:9:5,46,4,8,49,30
30:9,30:9:5,44,0,7,45,30
30:9,30:9:6,38,2,8,42,30
30:9,30:9:6,40,2,7,40,30
30:9,30:9:6,41,0,7,43,30
30:9,30:9:6,42,1,8,45,30
30:9,30:9:6,42,6,8,40,30
30:9,30:9:6,42,1,8,44,30
30:9,30:9:6,42,0,7,44,30
30:9,30:9:6,45,6,8,43,30
30:9,30:9:6,45,4,8,45,30
30:9,30:9:6,47,2,8,49,30
30:9,30:9:7,40,5,7,42,30
30:9,30:9:7,41,2,7,38,30
30:9,30:9:7,41,3,7,42,30
30:9,30:9:7,43,1,7,44,30
30:9,30:9:7,42,3,7,47,30
30:9,30:9:7,44,1,8,45,30
30:9,30:9:7,46,6,8,44,30
30:9,30:9:7,45,3,7,49,30
30:9,30:9:7,45,5,8,45,30
30:9,30:9:7,47,1,7,49,30
30:9,30:9:8,39,1,7,43,30
30:9,30:9:8,42,2,8,40,30
30:9,30:9:8,43,4,7,41,30
30:9,30:9:8,41,0,8,43,30
30:9,30:9:8,42,3,7,47,30
30:9,30:9:8,43,4,7,47,30
30:9,30:9:8,45,3,7,44,30
30:9,30:9:8,46,2,7,47,30
30:9,30:9:8,46,6,8,48,30
30:9,30:9:8,48,4,8,48,30
30:9,30:9:9,41,3,8,44,30
30:9,30:9:9,42,4,7,41,30
30:9,30:9:9,41,5,8,45,30
30:9,30:9:9,42,3,8,43,30
30:9,30:9:9,44,4,7,46,30
30:9,30:9:9,44,6,8,45,30
30:9,30:9:9,47,4,7,50,30
30:9,30:9:9,46,6,8,48,30
30:9,30:9:9,50,5,7,53,30
30:9,30:9:9,50,4,7,50,30
30:10,30:10:0,32,0,8,33,30
30:10,30:10:0,32,1,8,34,30
30:10,30:10:0,35,3,7,32,30
30:10,30:10:0,35,3,7,37,30
30:10,30:10:0,34,1,8,35,30
30:10,30:10:0,37,4,8,35,30
30:10,30:10:0,39,2,7,38,30
30:10,30:10:0,37,0,8,37,30
30:10,30:10:0,41,2,8,44,30
30:10,30:10:0,42,6,7,42,30
30:10,30:10:1,31,5,7,37,30
30:10,30:10:1,33,6,8,33,30
30:10,30:10:1,33,3,7,38,30
30:10,30:10:1,34,2,8,36,30
30:10,30:10:1,37,2,8,35,30
30:10,30:10:1,36,2,7,40,30
30:10,30:10:1,37,5,7,38,30
30:10,30:10:1,39,2,7,40,30
30:10,30:10:1,39,2,8,45,30
30:10,30:10:1,41,3,7,40,30
30:10,30:10:2,33,0,8,33,30
30:10,30:10:2,35,3,7,33,30
30:10,30:10:2,34,1,8,34,30
30:10,30:10:2,38,6,7,35,30
30:10,30:10:2,36,6,8,38,30
30:10,30:10:2,37,2,7,43,30
30:10,30:10:2,38,3,8,40,30
30:10,30:10:2,40,0,8,43,30
30:10,30:10:2,41,0,7,42,30
30:10,30:10:2,41,0,8,43,30
30:10,30:10:3,34,5,8,34,30
30:10,30:10:3,37,2,8,40,30
30:10,30:10:3,38,5,8,37,30
30:10,30:10:3,36,3,8,36,30
30:10,30:10:3,39,3,8,37,30
30:10,30:10:3,38,6,7,41,30
30:10,30:10:3,41,5,8,41,30
30:10,30:10:3,43,4,8,42,30
30:10,30:10:3,44,6,7,44,30
30:10,30:10:3,45,5,7,43,30
30:10,30:10:4,37,0,8,36,30
30:10,30:10:4,37,2,7,40,30
30:10,30:10:4,37,2,8,41,30
30:10,30:10:4,38,0,8,41,30
30:10,30:10:4,38,3,8,40,30
30:10,30:10:4,39,2,8,42,30
30:10,30:10:4,42,4,7,41,30
30:10,30:10:4,44,0,7,41,30
30:10,30:10:4,45,4,7,47,30
30:10,30:10:4,44,5,8,45,30
30:10,30:10:5,38,1,8,41,30
30:10,30:10:5,38,4,7,41,30
30:10,30:10:5,37,2,8,39,30
30:10,30:10:5,39,5,7,39,30
30:10,30:10:5,40,1,7,43,30
30:10,30:10:5,41,2,7,42,30
30:10,30:10:5,44,5,7,41,30
30:10,30:10:5,44,5,8,46,30
30:10,30:10:5,43,6,8,43,30
30:10,30:10:5,46,4,7,49,30
30:10,30:10:6,37,3,7,37,30
30:10,30:10:6,40,6,7,41,30
30:10,30:10:6,40,0,8,43,30
30:10,30:10:6,41,2,7,45,30
30:10,30:10:6,43,4,8,43,30
30:10,30:10:6,42,4,7,41,30
30:10,30:10:6,42,4,8,44,30
30:10,30:10:6,46,5,8,47,30
30:10,30:10:6,47,3,7,49,30
30:10,30:10:6,45,4,7,49,30
30:11,30:11:0,33,6,7,30,30
30:11,30:11:0,34,0,8,36,30
30:11,30:11:0,34,6,7,32,30
30:11,30:11:0,36,0,8,34,30
30:11,30:11:0,37,3,7,38,30
30:11,30:11:0,38,2,7,35,30
30:11,30:11:0,39,3,8,38,30
30:11,30:11:0,39,5,7,38,30
30:11,30:11:0,41,0,7,42,30
30:11,30:11:0,39,5,7,43,30
30:11,30:11:1,32,3,8,33,30
30:11,30:11:1,32,4,8,37,30
30:11,30:11:1,34,1,8,38,30
30:11,30:11:1,34,0,8,38,30
30:11,30:11:1,38,6,8,41,30
30:11,30:11:1,38,1,7,41,30
30:11,30:11:1,38,2,8,37,30
30:11,30:11:1,39,1,7,42,30
30:11,30:11:1,42,5,8,42,30
30:11,30:11:1,41,5,7,45,30
30:11,30:11:2,34,0,8,38,30
30:11,30:11:2,34,6,7,38,30
30:11,30:11:2,35,0,7,39,30
30:11,30:11:2,35,2,7,37,30
30:11,30:11:2,36,5,8,36,30
30:11,30:11:2,40,2,7,42,30
30:11,30:11:2,40,3,8,43,30
30:11,30:11:2,39,5,8,39,30
30:11,30:11:2,42,2,8,42,30
30:11,30:11:2,44,2,7,43,30
30:11,30:11:3,33,5,8,39,30
30:11,30:11:3,37,4,8,37,30
30:11,30:11:3,37,1,7,39,30
30:11,30:11:3,39,1,7,42,30
30:11,30:11:3,40,5,8,38,30
30:11,30:11:3,40,2,7,39,30
30:11,30:11:3,40,0,7,43,30
30:11,30:11:3,40,4,8,45,30
30:11,30:11:3,42,4,8,42,30
30:11,30:11:3,45,3,8,42,30
30:11,30:11:4,36,5,7,36,30
30:11,30:11:4,36,4,7,39,30
30:11,30:11:4,39,4,8,41,30
30:11,30:11:4,37,1,8,37,30
30:11,30:11:4,39,1,8,44,30
30:11,30:11:4,39,4,8,42,30
30:11,30:11:4,41,0,7,40,30
30:11,30:11:4,44,1,8,41,30
30:11,30:11:4,44,2,7,47,30
30:11,30:11:4,43,6,7,43,30
30:11,30:11:5,36,2,8,36,30
30:11,30:11:5,39,4,7,36,30
30:11,30:11:5,38,1,8,37,30
30:11,30:11:5,39,5,8,44,30
30:11,30:11:5,42,5,7,42,30
30:11,30:11:5,42,1,8,44,30
30:11,30:11:5,41,5,7,42,30
30:11,30:11:5,45,6,7,46,30
30:11,30:11:5,45,5,7,44,30
30:11,30:11:5,45,2,7,47,30
30:11,30:11:6,36,5,7,41,30
30:11,30:11:6,38,2,7,41,30
30:11,30:11:6,40,4,7,40,30
30:11,30:11:6,42,2,8,41,30
30:11,30:11:6,43,0,8,44,30
30:11,30:11:6,44,1,7,41,30
30:11,30:11:6,45,4,8,48,30
30:11,30:11:6,43,1,7,49,30
30:11,30:11:6,45,6,7,50,30
30:11,30:11:6,46,2,7,49,30
30:11,30:11:7,37,4,8,39,30
30:11,30:11:7,40,2,7,39,30
30:11,30:11:7,39,3,7,39,30
30:11,30:11:7,42,4,8,46,30
30:11,30:11:7,41,1,7,44,30
30:11,30:11:7,45,1,7,48,30
30:11,30:11:7,43,3,7,45,30
30:11,30:11:7,45,5,8,46,30
30:11,30:11:7,45,6,7,46,30
30:11,30:11:7,47,6,7,46,30
30:11,30:11:8,40,1,8,43,30
30:11,30:11:8,41,2,8,44,30
30:11,30:11:8,43,2,8,42,30
30:11,30:11:8,44,2,8,41,30
30:11,30:11:8,43,0,7,42,30
30:11,30:11:8,45,1,7,49,30
30:11,30:11:8,46,5,7,44,30
30:11,30:11:8,48,5,7,49,30
30:11,30:11:8,47,1,8,51,30
30:11,30:11:8,49,2,8,53,30
30:12,30:12:0,31,0,8,34,30
30:12,30:12:0,31,6,7,33,30
30:12,30:12:0,32,1,8,36,30
30:12,30:12:0,33,1,8,36,30
30:12,30:12:0,36,2,8,39,30
30:12,30:12:0,38,6,8,35,30
30:12,30:12:0,39,4,8,37,30
30:12,30:12:0,37,4,8,37,30
30:12,30:12:0,40,0,7,41,30
30:12,30:12:0,40,6,8,40,30
30:12,30:12:1,31,3,8,32,30
30:12,30:12:1,32,3,8,36,30
